id,nom,type,responsable,budget,statut,nb_reunions,mois_depuis_activite,risque
1838,Partenaire_1838,Institution,Responsable_35,3706319,Suspendue,17,0,20
1839,Partenaire_1839,Institution,Responsable_38,2609818,En attente,13,5,0
1840,Partenaire_1840,Association,Responsable_47,3945820,Active,3,8,20
1841,Partenaire_1841,Association,Responsable_29,3889407,Suspendue,17,7,20
1842,Partenaire_1842,Entreprise,Responsable_5,4835285,Active,3,14,60
1843,Partenaire_1843,Université,Responsable_27,2169919,Terminée,15,2,0
1844,Partenaire_1844,Institution,Responsable_13,3304507,En attente,2,15,90
1845,Partenaire_1845,Association,Responsable_5,542841,Terminée,16,15,40
1846,Partenaire_1846,Association,Responsable_30,3390186,Active,17,20,60
1847,Partenaire_1847,Entreprise,Responsable_17,3522001,Active,3,1,20
1848,Partenaire_1848,Université,Responsable_41,1965962,Terminée,8,6,0
1849,Partenaire_1849,Institution,Responsable_5,1962820,Suspendue,11,22,40
1850,Partenaire_1850,Université,Responsable_34,1732640,Terminée,1,10,30
1851,Partenaire_1851,Institution,Responsable_38,1532280,Terminée,6,3,0
1852,Partenaire_1852,Institution,Responsable_4,4112730,Terminée,0,18,90
1853,Partenaire_1853,Université,Responsable_41,3556566,Suspendue,18,24,60
1854,Partenaire_1854,Entreprise,Responsable_28,495854,En attente,0,2,30
1855,Partenaire_1855,Institution,Responsable_35,3241199,Terminée,8,13,60
1856,Partenaire_1856,Institution,Responsable_49,2882326,En attente,19,17,40
1857,Partenaire_1857,Université,Responsable_15,2720929,Active,4,3,0
1858,Partenaire_1858,Association,Responsable_18,1640782,Suspendue,12,15,40
1859,Partenaire_1859,Entreprise,Responsable_3,4174833,Terminée,12,21,60
1860,Partenaire_1860,Association,Responsable_45,3715898,Active,0,9,50
1861,Partenaire_1861,Association,Responsable_10,1866728,Suspendue,14,13,40
1862,Partenaire_1862,Entreprise,Responsable_16,823604,En attente,11,7,0
1863,Partenaire_1863,Université,Responsable_44,4983681,Active,9,10,20
1864,Partenaire_1864,Association,Responsable_35,1658418,Suspendue,20,16,40
1865,Partenaire_1865,Institution,Responsable_4,3583798,Active,0,7,50
1866,Partenaire_1866,Association,Responsable_44,1127484,En attente,16,10,0
1867,Partenaire_1867,Entreprise,Responsable_46,912981,Active,8,19,40
1868,Partenaire_1868,Institution,Responsable_31,2513315,Suspendue,9,2,0
1869,Partenaire_1869,Université,Responsable_9,2422719,Suspendue,14,21,40
1870,Partenaire_1870,Entreprise,Responsable_11,899195,En attente,9,7,0
1871,Partenaire_1871,Université,Responsable_38,4611375,Terminée,17,16,60
1872,Partenaire_1872,Institution,Responsable_4,3019043,Terminée,10,6,20
1873,Partenaire_1873,Institution,Responsable_15,3290052,En attente,6,12,20
1874,Partenaire_1874,Association,Responsable_42,998002,En attente,16,11,0
1875,Partenaire_1875,Institution,Responsable_5,3236138,Suspendue,20,18,60
1876,Partenaire_1876,Institution,Responsable_12,3612127,En attente,11,3,20
1877,Partenaire_1877,Institution,Responsable_18,4879824,Terminée,7,19,60
1878,Partenaire_1878,Entreprise,Responsable_21,4133346,Terminée,12,11,20
1879,Partenaire_1879,Entreprise,Responsable_5,1445028,Terminée,4,13,40
1880,Partenaire_1880,Association,Responsable_43,1088501,Active,12,5,0
1881,Partenaire_1881,Institution,Responsable_29,3116696,Active,3,21,60
1882,Partenaire_1882,Entreprise,Responsable_9,4493073,En attente,6,22,60
1883,Partenaire_1883,Institution,Responsable_16,4762422,En attente,11,0,20
1884,Partenaire_1884,Association,Responsable_47,2661097,Active,10,19,40
1885,Partenaire_1885,Institution,Responsable_6,2169042,En attente,18,20,40
1886,Partenaire_1886,Entreprise,Responsable_50,4240842,Active,7,17,60
1887,Partenaire_1887,Institution,Responsable_5,2726270,Suspendue,16,10,0
1888,Partenaire_1888,Université,Responsable_9,4649288,En attente,4,0,20
1889,Partenaire_1889,Association,Responsable_40,1466955,Suspendue,11,18,40
1890,Partenaire_1890,Université,Responsable_6,789570,En attente,14,1,0
1891,Partenaire_1891,Association,Responsable_41,1947706,Suspendue,6,5,0
1892,Partenaire_1892,Association,Responsable_17,1517156,En attente,10,14,40
1893,Partenaire_1893,Université,Responsable_29,3830061,En attente,20,11,20
1894,Partenaire_1894,Université,Responsable_4,417406,Terminée,13,15,40
1895,Partenaire_1895,Institution,Responsable_28,3305305,Terminée,11,15,60
1896,Partenaire_1896,Institution,Responsable_8,4959289,Suspendue,3,4,20
1897,Partenaire_1897,Entreprise,Responsable_40,2819627,Suspendue,18,6,0
1898,Partenaire_1898,Entreprise,Responsable_8,1346838,Suspendue,3,3,0
1899,Partenaire_1899,Institution,Responsable_17,157150,Active,11,6,0
1900,Partenaire_1900,Entreprise,Responsable_1,1077075,Terminée,19,6,0
1901,Partenaire_1901,Institution,Responsable_34,4745309,Terminée,11,15,60
1902,Partenaire_1902,Entreprise,Responsable_11,3095907,Active,6,12,20
1903,Partenaire_1903,Association,Responsable_35,927438,En attente,10,1,0
1904,Partenaire_1904,Association,Responsable_21,243376,Active,18,0,0
1905,Partenaire_1905,Association,Responsable_21,3251805,Active,3,12,20
1906,Partenaire_1906,Entreprise,Responsable_38,1068124,Suspendue,19,20,40
1907,Partenaire_1907,Entreprise,Responsable_37,2475089,Active,13,8,0
1908,Partenaire_1908,Université,Responsable_22,1219979,Terminée,5,19,40
1909,Partenaire_1909,Association,Responsable_2,1975890,Active,16,20,40
1910,Partenaire_1910,Institution,Responsable_46,4676321,Terminée,5,12,20
1911,Partenaire_1911,Institution,Responsable_7,913518,Suspendue,16,23,40
1912,Partenaire_1912,Institution,Responsable_37,4283598,Active,7,18,60
1913,Partenaire_1913,Université,Responsable_44,490416,En attente,18,9,0
1914,Partenaire_1914,Entreprise,Responsable_15,765648,Terminée,8,6,0
1915,Partenaire_1915,Institution,Responsable_28,4714458,En attente,0,19,90
1916,Partenaire_1916,Association,Responsable_23,4163700,Terminée,19,8,20
1917,Partenaire_1917,Université,Responsable_28,3688739,En attente,11,19,60
1918,Partenaire_1918,Entreprise,Responsable_1,1625938,En attente,11,22,40
1919,Partenaire_1919,Institution,Responsable_11,2999567,Terminée,15,14,40
1920,Partenaire_1920,Institution,Responsable_2,2654789,Terminée,20,1,0
1921,Partenaire_1921,Entreprise,Responsable_5,3028909,Terminée,3,18,60
1922,Partenaire_1922,Université,Responsable_24,2030500,Terminée,17,0,0
1923,Partenaire_1923,Université,Responsable_7,2788400,Terminée,6,21,40
1924,Partenaire_1924,Institution,Responsable_45,563801,En attente,12,12,0
1925,Partenaire_1925,Institution,Responsable_28,2020867,En attente,19,4,0
1926,Partenaire_1926,Entreprise,Responsable_24,3721948,En attente,11,23,60
1927,Partenaire_1927,Institution,Responsable_45,3794916,Active,1,2,50
1928,Partenaire_1928,Association,Responsable_6,2596655,Suspendue,0,22,70
1929,Partenaire_1929,Université,Responsable_21,2271168,Suspendue,16,3,0
1930,Partenaire_1930,Entreprise,Responsable_14,1165114,Suspendue,7,0,0
1931,Partenaire_1931,Association,Responsable_15,1277774,En attente,15,21,40
1932,Partenaire_1932,Association,Responsable_10,1131321,Active,11,16,40
1933,Partenaire_1933,Institution,Responsable_12,2947384,Active,12,12,0
1934,Partenaire_1934,Université,Responsable_33,1534568,Suspendue,5,7,0
1935,Partenaire_1935,Université,Responsable_22,298890,Active,16,20,40
1936,Partenaire_1936,Entreprise,Responsable_7,3016811,Suspendue,6,14,60
1937,Partenaire_1937,Entreprise,Responsable_11,1431081,En attente,10,5,0
1938,Partenaire_1938,Université,Responsable_15,3617360,En attente,10,9,20
1939,Partenaire_1939,Association,Responsable_7,4496629,Active,9,14,60
1940,Partenaire_1940,Association,Responsable_32,2786579,Suspendue,16,2,0
1941,Partenaire_1941,Université,Responsable_28,307778,En attente,16,7,0
1942,Partenaire_1942,Association,Responsable_3,2128879,Suspendue,13,24,40
1943,Partenaire_1943,Institution,Responsable_34,2247953,En attente,20,2,0
1944,Partenaire_1944,Université,Responsable_19,2550444,En attente,15,2,0
1945,Partenaire_1945,Institution,Responsable_46,4300828,Active,7,23,60
1946,Partenaire_1946,Université,Responsable_19,3147912,Active,19,13,60
1947,Partenaire_1947,Université,Responsable_31,182712,Terminée,6,0,0
1948,Partenaire_1948,Association,Responsable_41,3369137,Suspendue,1,16,90
1949,Partenaire_1949,Association,Responsable_10,916240,Terminée,2,14,70
1950,Partenaire_1950,Université,Responsable_11,2700339,En attente,19,21,40
1951,Partenaire_1951,Entreprise,Responsable_19,3114586,Terminée,10,5,20
1952,Partenaire_1952,Institution,Responsable_42,2499347,En attente,2,20,70
1953,Partenaire_1953,Institution,Responsable_33,362681,Terminée,10,1,0
1954,Partenaire_1954,Institution,Responsable_11,4656588,En attente,11,8,20
1955,Partenaire_1955,Association,Responsable_38,4347187,En attente,6,24,60
1956,Partenaire_1956,Université,Responsable_13,4681109,Active,4,7,20
1957,Partenaire_1957,Université,Responsable_19,1031143,Active,8,23,40
1958,Partenaire_1958,Institution,Responsable_34,3944045,En attente,6,0,20
1959,Partenaire_1959,Institution,Responsable_16,2638441,En attente,11,10,0
1960,Partenaire_1960,Université,Responsable_46,3586233,Suspendue,10,5,20
1961,Partenaire_1961,Institution,Responsable_21,1128459,En attente,16,11,0
1962,Partenaire_1962,Université,Responsable_13,683869,Terminée,6,12,0
1963,Partenaire_1963,Institution,Responsable_13,2038096,Terminée,17,1,0
1964,Partenaire_1964,Association,Responsable_7,3268187,En attente,19,16,60
1965,Partenaire_1965,Université,Responsable_28,1756989,Terminée,15,6,0
1966,Partenaire_1966,Association,Responsable_8,3388868,Terminée,19,14,60
1967,Partenaire_1967,Institution,Responsable_16,4042149,En attente,18,17,60
1968,Partenaire_1968,Institution,Responsable_49,118604,Suspendue,1,5,30
1969,Partenaire_1969,Association,Responsable_34,3436876,Suspendue,19,2,20
1970,Partenaire_1970,Institution,Responsable_13,914330,Terminée,0,9,30
1971,Partenaire_1971,Institution,Responsable_38,4281655,Suspendue,15,8,20
1972,Partenaire_1972,Association,Responsable_35,4083653,Suspendue,1,8,50
1973,Partenaire_1973,Entreprise,Responsable_47,84054,Active,6,10,0
1974,Partenaire_1974,Université,Responsable_30,3148188,En attente,15,14,60
1975,Partenaire_1975,Association,Responsable_4,2734530,En attente,16,23,40
1976,Partenaire_1976,Entreprise,Responsable_19,2580968,Terminée,16,14,40
1977,Partenaire_1977,Institution,Responsable_24,4762618,Terminée,11,22,60
1978,Partenaire_1978,Entreprise,Responsable_2,2710839,Suspendue,1,18,70
1979,Partenaire_1979,Entreprise,Responsable_36,2534372,Suspendue,9,13,40
1980,Partenaire_1980,Institution,Responsable_19,1903470,En attente,3,3,0
1981,Partenaire_1981,Université,Responsable_38,4272096,Suspendue,7,17,60
1982,Partenaire_1982,Association,Responsable_45,4445916,Suspendue,1,0,50
1983,Partenaire_1983,Association,Responsable_48,1264930,Active,12,8,0
1984,Partenaire_1984,Association,Responsable_33,4138641,En attente,4,10,20
1985,Partenaire_1985,Université,Responsable_33,4331195,Suspendue,8,21,60
1986,Partenaire_1986,Association,Responsable_30,1106470,En attente,20,0,0
1987,Partenaire_1987,Entreprise,Responsable_9,1502074,Suspendue,18,15,40
1988,Partenaire_1988,Institution,Responsable_6,3673930,Terminée,11,13,60
1989,Partenaire_1989,Université,Responsable_30,1428575,Suspendue,5,20,40
1990,Partenaire_1990,Entreprise,Responsable_2,3620585,Suspendue,20,15,60
1991,Partenaire_1991,Université,Responsable_11,4266089,Active,5,4,20
1992,Partenaire_1992,Entreprise,Responsable_5,3219550,Terminée,14,7,20
1993,Partenaire_1993,Association,Responsable_17,2056753,Active,15,12,0
1994,Partenaire_1994,Université,Responsable_45,4189509,Suspendue,19,6,20
1995,Partenaire_1995,Association,Responsable_32,1806455,Suspendue,15,16,40
1996,Partenaire_1996,Université,Responsable_7,2571282,Terminée,20,10,0
1997,Partenaire_1997,Université,Responsable_35,1464114,Terminée,0,7,30
1998,Partenaire_1998,Université,Responsable_28,82513,Terminée,18,16,40
1999,Partenaire_1999,Université,Responsable_47,3580009,Terminée,10,5,20
2000,Partenaire_2000,Entreprise,Responsable_4,4246140,Suspendue,18,21,60
2001,Partenaire_2001,Institution,Responsable_14,264115,Active,7,10,0
2002,Partenaire_2002,Université,Responsable_39,589033,Terminée,17,3,0
2003,Partenaire_2003,Institution,Responsable_29,4426924,Active,14,0,20
2004,Partenaire_2004,Institution,Responsable_29,506466,En attente,8,18,40
2005,Partenaire_2005,Institution,Responsable_14,4116345,Suspendue,17,23,60
2006,Partenaire_2006,Institution,Responsable_26,274037,Suspendue,19,7,0
2007,Partenaire_2007,Université,Responsable_5,1687812,Suspendue,6,24,40
2008,Partenaire_2008,Université,Responsable_20,4052639,Active,11,1,20
2009,Partenaire_2009,Association,Responsable_8,3769847,Suspendue,16,6,20
2010,Partenaire_2010,Association,Responsable_27,200737,En attente,13,15,40
2011,Partenaire_2011,Université,Responsable_32,1044126,En attente,9,3,0
2012,Partenaire_2012,Institution,Responsable_25,3078379,En attente,7,23,60
2013,Partenaire_2013,Association,Responsable_7,4594199,En attente,7,15,60
2014,Partenaire_2014,Université,Responsable_44,1587631,Active,1,21,70
2015,Partenaire_2015,Entreprise,Responsable_14,2505695,Active,16,3,0
2016,Partenaire_2016,Institution,Responsable_17,1507645,Suspendue,17,17,40
2017,Partenaire_2017,Université,Responsable_45,3749866,Terminée,20,4,20
2018,Partenaire_2018,Institution,Responsable_38,1924368,Suspendue,20,10,0
2019,Partenaire_2019,Université,Responsable_31,1752054,Active,19,16,40
2020,Partenaire_2020,Entreprise,Responsable_3,1842729,Terminée,14,8,0
2021,Partenaire_2021,Institution,Responsable_47,1580136,Suspendue,6,11,0
2022,Partenaire_2022,Institution,Responsable_36,377490,Suspendue,18,8,0
2023,Partenaire_2023,Institution,Responsable_18,52901,Active,11,20,40
2024,Partenaire_2024,Association,Responsable_30,3383977,Suspendue,1,8,50
2025,Partenaire_2025,Institution,Responsable_29,4585531,Terminée,15,10,20
2026,Partenaire_2026,Institution,Responsable_37,700207,Suspendue,11,23,40
2027,Partenaire_2027,Entreprise,Responsable_17,1568728,En attente,7,5,0
2028,Partenaire_2028,Entreprise,Responsable_24,1773804,Terminée,7,7,0
2029,Partenaire_2029,Institution,Responsable_29,3065810,Active,6,10,20
2030,Partenaire_2030,Institution,Responsable_7,2100481,Terminée,14,15,40
2031,Partenaire_2031,Association,Responsable_39,3055227,Active,7,9,20
2032,Partenaire_2032,Association,Responsable_11,956139,En attente,19,22,40
2033,Partenaire_2033,Université,Responsable_40,4166187,Suspendue,13,2,20
2034,Partenaire_2034,Entreprise,Responsable_3,4766724,Suspendue,16,22,60
2035,Partenaire_2035,Université,Responsable_32,894152,Terminée,18,16,40
2036,Partenaire_2036,Institution,Responsable_14,4720725,Suspendue,20,22,60
2037,Partenaire_2037,Entreprise,Responsable_36,3441730,Active,16,21,60
2038,Partenaire_2038,Entreprise,Responsable_8,3762366,Suspendue,5,12,20
2039,Partenaire_2039,Institution,Responsable_27,3163145,Terminée,13,18,60
2040,Partenaire_2040,Entreprise,Responsable_49,4689638,Terminée,1,24,90
2041,Partenaire_2041,Association,Responsable_10,4646720,Terminée,20,23,60
2042,Partenaire_2042,Université,Responsable_47,2768499,Terminée,1,8,30
2043,Partenaire_2043,Institution,Responsable_8,1407285,En attente,6,20,40
2044,Partenaire_2044,Association,Responsable_47,2725932,Suspendue,8,5,0
2045,Partenaire_2045,Association,Responsable_36,1207191,Suspendue,3,5,0
2046,Partenaire_2046,Entreprise,Responsable_15,3417963,Terminée,7,13,60
2047,Partenaire_2047,Université,Responsable_29,157304,Active,20,16,40
2048,Partenaire_2048,Institution,Responsable_49,1939208,En attente,6,22,40
2049,Partenaire_2049,Entreprise,Responsable_20,404519,Suspendue,20,13,40
2050,Partenaire_2050,Université,Responsable_7,72740,En attente,5,19,40
2051,Partenaire_2051,Université,Responsable_18,1830483,Terminée,2,6,30
2052,Partenaire_2052,Association,Responsable_14,4555359,En attente,4,10,20
2053,Partenaire_2053,Université,Responsable_25,3997826,En attente,7,0,20
2054,Partenaire_2054,Entreprise,Responsable_38,4921528,Terminée,16,7,20
2055,Partenaire_2055,Institution,Responsable_37,3345354,Terminée,7,15,60
2056,Partenaire_2056,Association,Responsable_16,376827,En attente,2,22,70
2057,Partenaire_2057,Entreprise,Responsable_45,3663382,Active,15,19,60
2058,Partenaire_2058,Association,Responsable_49,2788490,En attente,13,12,0
2059,Partenaire_2059,Association,Responsable_26,4205983,Active,13,3,20
2060,Partenaire_2060,Université,Responsable_32,1023018,Terminée,5,4,0
2061,Partenaire_2061,Entreprise,Responsable_10,4206848,Terminée,2,15,90
2062,Partenaire_2062,Association,Responsable_30,2674303,En attente,11,20,40
2063,Partenaire_2063,Entreprise,Responsable_24,4346621,Active,19,15,60
2064,Partenaire_2064,Association,Responsable_49,3578944,Terminée,4,13,60
2065,Partenaire_2065,Institution,Responsable_32,2765759,Suspendue,18,18,40
2066,Partenaire_2066,Association,Responsable_13,1958881,Active,3,10,0
2067,Partenaire_2067,Institution,Responsable_11,2334832,Suspendue,19,17,40
2068,Partenaire_2068,Institution,Responsable_34,3107868,Suspendue,17,16,60
2069,Partenaire_2069,Université,Responsable_45,2828089,Active,20,2,0
2070,Partenaire_2070,Institution,Responsable_22,2974400,En attente,10,18,40
2071,Partenaire_2071,Entreprise,Responsable_27,1194512,Active,20,22,40
2072,Partenaire_2072,Institution,Responsable_43,3912843,Terminée,10,4,20
2073,Partenaire_2073,Institution,Responsable_14,903857,Active,12,17,40
2074,Partenaire_2074,Institution,Responsable_12,4181308,En attente,3,23,60
2075,Partenaire_2075,Entreprise,Responsable_25,993268,En attente,16,20,40
2076,Partenaire_2076,Institution,Responsable_26,2150337,Active,20,19,40
2077,Partenaire_2077,Entreprise,Responsable_15,2376166,Active,7,3,0
2078,Partenaire_2078,Association,Responsable_49,86991,Suspendue,13,17,40
2079,Partenaire_2079,Entreprise,Responsable_47,2250172,Terminée,3,12,0
2080,Partenaire_2080,Association,Responsable_38,1903398,Suspendue,17,8,0
2081,Partenaire_2081,Institution,Responsable_6,4713311,Terminée,14,17,60
2082,Partenaire_2082,Université,Responsable_41,2838152,Suspendue,13,10,0
2083,Partenaire_2083,Institution,Responsable_17,3541187,Active,9,11,20
2084,Partenaire_2084,Entreprise,Responsable_6,1700064,En attente,6,19,40
2085,Partenaire_2085,Association,Responsable_46,2094741,En attente,20,12,0
2086,Partenaire_2086,Institution,Responsable_48,3258162,Active,18,4,20
2087,Partenaire_2087,Association,Responsable_42,1075287,Suspendue,10,4,0
2088,Partenaire_2088,Entreprise,Responsable_10,729737,Active,17,12,0
2089,Partenaire_2089,Association,Responsable_27,2857952,En attente,0,9,30
2090,Partenaire_2090,Entreprise,Responsable_32,1068280,Terminée,7,24,40
2091,Partenaire_2091,Association,Responsable_42,2722236,Active,1,19,70
2092,Partenaire_2092,Association,Responsable_16,132495,En attente,13,22,40
2093,Partenaire_2093,Association,Responsable_30,1471020,Active,7,14,40
2094,Partenaire_2094,Institution,Responsable_40,2135067,Terminée,19,24,40
2095,Partenaire_2095,Institution,Responsable_10,3965761,Active,5,7,20
2096,Partenaire_2096,Université,Responsable_30,783426,En attente,18,9,0
2097,Partenaire_2097,Entreprise,Responsable_23,2502095,Suspendue,5,24,40
2098,Partenaire_2098,Université,Responsable_2,2368906,Terminée,15,17,40
2099,Partenaire_2099,Entreprise,Responsable_47,111947,Suspendue,10,7,0
2100,Partenaire_2100,Université,Responsable_43,2223706,Suspendue,13,17,40
2101,Partenaire_2101,Université,Responsable_6,4398263,Terminée,7,19,60
2102,Partenaire_2102,Entreprise,Responsable_10,797625,En attente,3,18,40
2103,Partenaire_2103,Université,Responsable_28,1467021,Active,12,10,0
2104,Partenaire_2104,Association,Responsable_35,487953,Active,19,15,40
2105,Partenaire_2105,Entreprise,Responsable_40,3437441,En attente,15,5,20
2106,Partenaire_2106,Entreprise,Responsable_22,4558442,Suspendue,15,16,60
2107,Partenaire_2107,Association,Responsable_23,276948,Active,8,13,40
2108,Partenaire_2108,Université,Responsable_27,2738050,Active,9,20,40
2109,Partenaire_2109,Institution,Responsable_37,3122551,Terminée,3,5,20
2110,Partenaire_2110,Entreprise,Responsable_10,3294789,Active,5,18,60
2111,Partenaire_2111,Université,Responsable_15,1061561,Active,5,18,40
2112,Partenaire_2112,Association,Responsable_33,1312825,En attente,6,2,0
2113,Partenaire_2113,Association,Responsable_49,2448663,En attente,8,15,40
2114,Partenaire_2114,Entreprise,Responsable_26,730779,Terminée,5,21,40
2115,Partenaire_2115,Entreprise,Responsable_38,2123161,Suspendue,11,10,0
2116,Partenaire_2116,Institution,Responsable_48,889322,Terminée,20,11,0
2117,Partenaire_2117,Entreprise,Responsable_23,564660,Suspendue,4,13,40
2118,Partenaire_2118,Institution,Responsable_18,2967038,Active,14,16,40
2119,Partenaire_2119,Institution,Responsable_12,3986895,Active,7,12,20
2120,Partenaire_2120,Entreprise,Responsable_33,2605698,Suspendue,9,14,40
2121,Partenaire_2121,Association,Responsable_19,1180272,En attente,0,9,30
2122,Partenaire_2122,Institution,Responsable_10,2389867,Active,16,1,0
2123,Partenaire_2123,Association,Responsable_22,3034481,En attente,2,3,50
2124,Partenaire_2124,Entreprise,Responsable_4,3112794,Terminée,7,21,60
2125,Partenaire_2125,Entreprise,Responsable_33,1415331,En attente,6,13,40
2126,Partenaire_2126,Entreprise,Responsable_14,1739150,Suspendue,17,8,0
2127,Partenaire_2127,Institution,Responsable_8,2823051,Active,5,14,40
2128,Partenaire_2128,Entreprise,Responsable_50,2833572,En attente,8,14,40
2129,Partenaire_2129,Institution,Responsable_21,4844624,Active,19,10,20
2130,Partenaire_2130,Université,Responsable_39,3856808,Terminée,17,4,20
2131,Partenaire_2131,Université,Responsable_24,4963717,Active,18,20,60
2132,Partenaire_2132,Association,Responsable_48,622434,Terminée,3,15,40
2133,Partenaire_2133,Institution,Responsable_28,572595,Suspendue,12,24,40
2134,Partenaire_2134,Université,Responsable_9,2214617,En attente,9,6,0
2135,Partenaire_2135,Institution,Responsable_26,757811,Suspendue,8,22,40
2136,Partenaire_2136,Association,Responsable_17,4560669,Active,9,18,60
2137,Partenaire_2137,Institution,Responsable_14,3040158,Suspendue,17,5,20
2138,Partenaire_2138,Entreprise,Responsable_25,3559179,En attente,2,5,50
2139,Partenaire_2139,Université,Responsable_34,3320563,En attente,14,6,20
2140,Partenaire_2140,Entreprise,Responsable_4,4460992,Suspendue,18,24,60
2141,Partenaire_2141,Association,Responsable_6,1840219,Suspendue,18,9,0
2142,Partenaire_2142,Entreprise,Responsable_46,3476918,Active,7,20,60
2143,Partenaire_2143,Association,Responsable_18,4095460,Terminée,15,8,20
2144,Partenaire_2144,Université,Responsable_10,129788,Terminée,14,7,0
2145,Partenaire_2145,Entreprise,Responsable_47,243993,En attente,6,15,40
2146,Partenaire_2146,Institution,Responsable_16,3150135,Suspendue,10,10,20
2147,Partenaire_2147,Institution,Responsable_34,4827658,Terminée,12,5,20
2148,Partenaire_2148,Université,Responsable_8,2989389,Suspendue,9,2,0
2149,Partenaire_2149,Entreprise,Responsable_43,847131,Terminée,6,2,0
2150,Partenaire_2150,Université,Responsable_6,839268,Active,9,21,40
2151,Partenaire_2151,Université,Responsable_27,2492390,Active,8,24,40
2152,Partenaire_2152,Institution,Responsable_25,1818493,En attente,3,0,0
2153,Partenaire_2153,Association,Responsable_15,1917968,Active,20,13,40
2154,Partenaire_2154,Université,Responsable_3,3587281,Active,13,17,60
2155,Partenaire_2155,Université,Responsable_23,4730948,Suspendue,20,7,20
2156,Partenaire_2156,Association,Responsable_36,448777,En attente,12,13,40
2157,Partenaire_2157,Université,Responsable_33,2488777,Active,13,14,40
2158,Partenaire_2158,Université,Responsable_13,4838715,Suspendue,13,20,60
2159,Partenaire_2159,Entreprise,Responsable_3,1140279,Terminée,5,8,0
2160,Partenaire_2160,Association,Responsable_12,4346416,En attente,1,0,50
2161,Partenaire_2161,Association,Responsable_18,4399174,Active,18,21,60
2162,Partenaire_2162,Association,Responsable_27,1744766,Suspendue,4,18,40
2163,Partenaire_2163,Association,Responsable_50,3341856,Terminée,6,20,60
2164,Partenaire_2164,Association,Responsable_44,4267582,Active,11,16,60
2165,Partenaire_2165,Entreprise,Responsable_7,2670385,Suspendue,17,20,40
2166,Partenaire_2166,Association,Responsable_17,2859948,En attente,17,20,40
2167,Partenaire_2167,Association,Responsable_46,2799382,Suspendue,2,10,30
2168,Partenaire_2168,Association,Responsable_40,1565776,Terminée,10,17,40
2169,Partenaire_2169,Association,Responsable_19,1565438,Active,10,6,0
2170,Partenaire_2170,Entreprise,Responsable_13,3410109,Terminée,8,9,20
2171,Partenaire_2171,Association,Responsable_36,2529715,En attente,6,15,40
2172,Partenaire_2172,Entreprise,Responsable_24,343709,Suspendue,18,12,0
2173,Partenaire_2173,Entreprise,Responsable_15,2205395,Active,9,7,0
2174,Partenaire_2174,Institution,Responsable_40,953128,En attente,4,23,40
2175,Partenaire_2175,Association,Responsable_38,1509899,Active,20,7,0
2176,Partenaire_2176,Association,Responsable_24,4940748,Active,6,21,60
2177,Partenaire_2177,Institution,Responsable_24,1253573,Active,2,24,70
2178,Partenaire_2178,Université,Responsable_1,3841678,En attente,5,1,20
2179,Partenaire_2179,Entreprise,Responsable_34,1886519,Terminée,7,15,40
2180,Partenaire_2180,Institution,Responsable_12,2867213,Terminée,1,7,30
2181,Partenaire_2181,Association,Responsable_39,2426139,Terminée,5,8,0
2182,Partenaire_2182,Entreprise,Responsable_45,2572466,Active,2,5,30
2183,Partenaire_2183,Association,Responsable_34,4225554,En attente,12,24,60
2184,Partenaire_2184,Entreprise,Responsable_26,4501314,Suspendue,7,20,60
2185,Partenaire_2185,Association,Responsable_33,1080324,Active,3,21,40
2186,Partenaire_2186,Entreprise,Responsable_3,321743,En attente,15,2,0
2187,Partenaire_2187,Institution,Responsable_10,693231,En attente,0,13,70
2188,Partenaire_2188,Entreprise,Responsable_47,3373925,Active,10,7,20
2189,Partenaire_2189,Institution,Responsable_29,1027416,Suspendue,14,16,40
2190,Partenaire_2190,Entreprise,Responsable_23,3910832,En attente,3,8,20
2191,Partenaire_2191,Association,Responsable_8,2518637,Suspendue,0,11,30
2192,Partenaire_2192,Institution,Responsable_6,1125463,Terminée,19,13,40
2193,Partenaire_2193,Institution,Responsable_43,61896,Terminée,0,3,30
2194,Partenaire_2194,Entreprise,Responsable_15,2952660,Suspendue,18,2,0
2195,Partenaire_2195,Entreprise,Responsable_38,3991948,Terminée,12,4,20
2196,Partenaire_2196,Entreprise,Responsable_4,4341676,Active,0,17,90
2197,Partenaire_2197,Institution,Responsable_36,3904413,Suspendue,7,3,20
2198,Partenaire_2198,Entreprise,Responsable_11,3534777,Terminée,16,9,20
2199,Partenaire_2199,Association,Responsable_36,1794644,Terminée,15,20,40
2200,Partenaire_2200,Université,Responsable_2,2445444,Active,2,7,30
2201,Partenaire_2201,Entreprise,Responsable_10,3240624,En attente,10,6,20
2202,Partenaire_2202,Association,Responsable_17,2779437,Terminée,16,0,0
2203,Partenaire_2203,Institution,Responsable_5,4842631,En attente,3,16,60
2204,Partenaire_2204,Association,Responsable_37,2145199,Suspendue,11,13,40
2205,Partenaire_2205,Entreprise,Responsable_32,3345866,Terminée,9,16,60
2206,Partenaire_2206,Institution,Responsable_49,4052695,Terminée,6,22,60
2207,Partenaire_2207,Université,Responsable_17,4891735,Suspendue,4,17,60
2208,Partenaire_2208,Université,Responsable_16,2197129,Active,16,6,0
2209,Partenaire_2209,Association,Responsable_38,4219759,Suspendue,7,13,60
2210,Partenaire_2210,Université,Responsable_29,3137001,Active,1,16,90
